region,country,year,type,value,footnotes,source,general_source
4,afghanistan,2016,Forest cover (thousand hectares),1350.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
4,afghanistan,2016,Arable land (% of total land area),11.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
4,afghanistan,2016,Permanent crops (% of total land area),0.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
4,afghanistan,2016,Forest cover (% of total land area),2.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
4,afghanistan,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),6.14,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
4,afghanistan,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),6.14,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
8,albania,2005,Land area (thousand hectares),2740.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Arable land (thousand hectares),538.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Permanent crops (thousand hectares),121.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Forest cover (thousand hectares),782.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Arable land (% of total land area),19.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Permanent crops (% of total land area),4.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Forest cover (% of total land area),28.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),43.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
8,albania,2010,Land area (thousand hectares),2740.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Arable land (thousand hectares),626.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Permanent crops (thousand hectares),70.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Forest cover (thousand hectares),776.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Arable land (% of total land area),22.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Permanent crops (% of total land area),2.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Forest cover (% of total land area),28.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),58.81,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
8,albania,2016,Land area (thousand hectares),2740.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Arable land (thousand hectares),620.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Permanent crops (thousand hectares),83.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Forest cover (thousand hectares),771.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Arable land (% of total land area),22.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Permanent crops (% of total land area),3.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Forest cover (% of total land area),28.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
8,albania,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),66.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
8,albania,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),66.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
12,algeria,2005,Land area (thousand hectares),238174.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Arable land (thousand hectares),7511.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Permanent crops (thousand hectares),852.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Forest cover (thousand hectares),1536.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Arable land (% of total land area),3.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Forest cover (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),38.43,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
12,algeria,2010,Land area (thousand hectares),238174.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Arable land (thousand hectares),7502.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Permanent crops (thousand hectares),909.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Forest cover (thousand hectares),1918.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Arable land (% of total land area),3.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Forest cover (% of total land area),0.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),38.43,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
12,algeria,2016,Land area (thousand hectares),238174.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Arable land (thousand hectares),7404.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Permanent crops (thousand hectares),1013.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Forest cover (thousand hectares),1964.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Arable land (% of total land area),3.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Permanent crops (% of total land area),0.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Forest cover (% of total land area),0.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
12,algeria,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),38.81,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
12,algeria,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),38.81,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
16,american samoa,2005,Land area (thousand hectares),20.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Arable land (thousand hectares),3.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Permanent crops (thousand hectares),2.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Forest cover (thousand hectares),18.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Arable land (% of total land area),16.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Permanent crops (% of total land area),8.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Forest cover (% of total land area),89.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),61.5,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
16,american samoa,2010,Land area (thousand hectares),20.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Arable land (thousand hectares),3.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Permanent crops (thousand hectares),2.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Forest cover (thousand hectares),18.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Arable land (% of total land area),15.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Permanent crops (% of total land area),9.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Forest cover (% of total land area),88.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),61.5,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
16,american samoa,2016,Land area (thousand hectares),20.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Arable land (thousand hectares),3.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Permanent crops (thousand hectares),2.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Forest cover (thousand hectares),18.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Arable land (% of total land area),15.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Permanent crops (% of total land area),9.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Forest cover (% of total land area),87.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
16,american samoa,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),61.5,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
16,american samoa,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),61.5,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
20,andorra,2005,Land area (thousand hectares),47.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2005,Arable land (thousand hectares),1.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2005,Forest cover (thousand hectares),16.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2005,Arable land (% of total land area),1.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2005,Forest cover (% of total land area),34.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.9,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
20,andorra,2010,Land area (thousand hectares),47.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2010,Arable land (thousand hectares),1.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2010,Forest cover (thousand hectares),16.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2010,Arable land (% of total land area),1.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2010,Forest cover (% of total land area),34.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),17.9,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
20,andorra,2016,Land area (thousand hectares),47.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2016,Arable land (thousand hectares),1.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2016,Forest cover (thousand hectares),16.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2016,Arable land (% of total land area),1.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2016,Forest cover (% of total land area),34.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
20,andorra,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),26.08,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
20,andorra,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),26.08,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
24,angola,2005,Land area (thousand hectares),124670.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Arable land (thousand hectares),3300.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Permanent crops (thousand hectares),290.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Forest cover (thousand hectares),59104.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Arable land (% of total land area),2.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Forest cover (% of total land area),47.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),28.37,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
24,angola,2010,Land area (thousand hectares),124670.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Arable land (thousand hectares),4100.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Permanent crops (thousand hectares),290.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Forest cover (thousand hectares),58480.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Arable land (% of total land area),3.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Forest cover (% of total land area),46.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),28.37,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
24,angola,2016,Land area (thousand hectares),124670.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Arable land (thousand hectares),4900.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Permanent crops (thousand hectares),290.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Forest cover (thousand hectares),57731.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Arable land (% of total land area),3.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Forest cover (% of total land area),46.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
24,angola,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),28.37,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
24,angola,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),28.37,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
660,anguilla,2005,Land area (thousand hectares),9.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2005,Forest cover (thousand hectares),6.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2005,Forest cover (% of total land area),61.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.15,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
660,anguilla,2010,Land area (thousand hectares),9.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2010,Forest cover (thousand hectares),6.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2010,Forest cover (% of total land area),61.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
660,anguilla,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.15,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018.",https://data.un.org/
660,anguilla,2016,Land area (thousand hectares),9.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018.",https://data.un.org/
